WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,duration,views
2291,42.33,39.99,77.51,79.78,19.75,18.11,90.44,59.97,19.29,10.17,6.98,0.31,1.44,0,1.44,9.12,6.07,14.97,9.04,6.24,8.99,1.13,16.72,3.58,2.23,1.62,1.05,2.53,4.63,3.71,0.74,0.17,0.09,0.17,7.46,0.13,0.52,0,0,14.05,3.4,2.18,0.96,3.93,1.44,3.54,2.62,1.05,0.74,0.39,1.4,0.48,0.44,0.04,0.31,5.85,1.27,2.14,1.4,1.05,0.31,2.71,12.53,1.22,12.57,2.44,6.81,3.4,2.66,0.92,0.17,0.48,0.17,0,0.57,0.09,0.13,0.17,0.26,0,16.54,5.67,5.24,0.13,0.04,0.35,0,0.39,0.87,3.06,0.79,0,988,629753
868,35.8,86.06,26.77,65.07,12.76,11.41,88.25,57.95,19.12,11.06,3.69,1.38,4.03,1.38,0.58,8.06,6.45,12.21,8.87,6.11,9.33,1.27,17.28,3,2.53,1.38,1.15,2.88,5.07,3.57,1.5,0.23,0.46,0.12,12.56,0.35,1.15,0.92,1.73,8.87,0.81,1.73,0.69,3.11,1.27,1.96,3.57,1.5,1.61,0.35,0.81,0.23,0.23,0.12,0.23,4.84,1.84,0,1.5,1.27,0.23,4.26,11.06,2.53,12.9,2.07,6.34,4.61,0.92,1.15,0.69,2.19,0.12,0,2.42,0.23,0.12,0.92,0.58,0.35,27.88,8.06,8.18,0.23,0.12,0.58,0.12,1.04,3.46,4.26,1.84,0,350,1014201
2803,77.02,63.13,57.86,61.63,19.07,21.01,83.77,51.84,10.6,4.57,1.03,1.5,0.71,0,1.32,6.03,8.81,14.06,9.28,6.14,6.6,0.86,14.48,5.49,2.46,1.03,2.71,3.57,2.96,2.43,0.54,0.11,0.21,0.07,6.1,0.18,0.29,0,0,9.99,2.07,1.43,0.89,2.21,0.93,3.07,1.61,1.14,0.18,0.04,1.03,0.11,0.43,0,0.5,7.56,2.6,1.78,2.39,1.11,0.25,3.28,10.42,1.28,16.91,1.93,10.13,4.92,2.75,1.36,1.21,1.28,0.07,0.29,0.07,0,0,0,0.07,0,16.38,5.85,5.53,0.14,0.14,0.25,0,1.39,0.14,2.85,0,0.07,1163,668454
464,44.63,89.81,11.5,29.37,17.85,19.83,81.25,55.39,16.16,7.54,0.22,6.25,0.86,0,0.22,8.62,7.54,11.42,11.64,5.39,8.19,0.43,16.59,3.23,1.94,2.16,2.59,1.72,3.23,1.72,1.51,0,0.86,0,8.62,0.22,0,0,0,9.27,1.29,3.02,0.86,2.59,0.86,2.16,1.08,0.65,0.22,0.22,2.59,0.65,0.65,0.22,1.29,8.84,6.68,0.22,0.65,1.29,0,3.02,14.01,0.65,10.99,1.51,7.11,2.37,1.51,0.22,3.02,0,0.22,0,0.65,0.22,0,0,0.22,0,20.04,6.68,7.76,0,0.22,0.65,0,0.65,0,3.23,0.86,0,176,1332785
2994,64.99,75.02,31.67,50.05,15.51,17.47,86.57,56.35,13.99,6.31,0.97,1.34,1.77,0.73,1.5,7.65,8.55,14.73,10.05,5.31,7.65,1.84,16.9,3.97,2.71,2.67,2.44,2.87,2.3,1.8,0.5,0,0.17,0.07,10.19,0.03,0.2,0.47,1,12.79,2.87,3.87,0.77,1.34,1.3,3.67,1.5,0.73,0.23,0.23,1.6,0.5,0.33,0.47,0.33,6.58,2.44,2.14,1.37,1.3,0.1,4.48,11.46,0.9,12.12,1.57,7.05,3.84,2.61,0.33,0.1,1.4,0,0.3,0.43,0.07,0,0.1,0.27,0,17.4,6.48,5.71,0.1,0.13,0.7,0,0.37,0.2,3.31,0.4,0,986,2156157
1390,66.92,78.99,23.63,70.45,19.04,22.45,84.32,53.74,12.45,6.12,0.58,2.59,2.16,0.65,0.14,6.33,7.84,14.68,8.49,7.7,7.84,0.86,12.88,5.11,2.95,1.22,2.09,2.66,3.45,2.88,0.5,0,0,0.07,7.99,0,0,0,0.72,10.36,2.3,2.01,0.5,2.59,0.94,3.24,2.16,1.15,0.36,0.29,2.37,1.58,0.29,0,0.5,7.27,3.31,1.87,1.29,0.86,0.29,1.22,11.73,0.72,11.73,2.09,6.12,3.74,2.01,0.86,0.22,0.43,0,0,0.58,0,0,0.43,0.22,0,19.57,6.4,7.12,0.65,0,0,0.07,0.5,1.15,2.66,1.01,0,636,2468906
1156,44.65,78.7,46.1,58.5,18.35,17.91,83.04,56.06,17.39,9.43,2.94,3.81,2.08,0.43,0.17,7.96,6.92,12.8,8.22,6.57,9.08,1.3,14.45,3.55,1.3,1.99,1.9,1.3,4.24,2.94,1.21,0.17,0.17,0.26,9.52,0.43,0,1.04,0.17,8.04,1.3,1.56,1.04,1.56,1.12,3.2,1.3,0.61,0.35,0.26,4.93,2.16,2.16,0,0,9.08,4.5,1.82,1.3,1.73,0.35,1.99,10.73,2.25,14.45,3.03,6.75,4.76,1.99,0.69,0,0.35,0,0.09,0.35,0,0,0,0.26,0,19.98,5.45,6.57,0.35,0,0.69,0,1.04,0.52,4.33,0.52,0.52,411,486269
1569,38.47,95.41,13.81,75.45,15.53,12.87,88.34,57.17,19.25,11.66,1.4,3.19,3.31,3.57,0.19,7.58,6.56,12.68,10.39,7.07,6.5,1.08,20.4,4.4,1.85,2.1,0.96,2.29,5.16,3.89,1.21,0.13,0.32,0.19,15.3,0.51,0.13,0.57,3.82,12.05,2.87,2.74,1.53,3.19,1.02,2.42,3.31,1.21,1.21,0.7,1.72,1.27,0.19,0,0.13,9.94,4.78,1.72,2.49,1.08,0.45,4.78,14.28,1.34,12.87,2.36,6.37,4.46,1.27,0.7,0.76,0,0,0.06,1.15,0,0.06,0.64,0.38,0.06,24.73,8.22,7.07,1.85,0.32,0.45,0.06,0.51,0.25,5.48,0.51,0,655,734490
2973,44.35,66.54,45.68,60.85,14.57,19.24,85.27,56.07,16.08,7.67,3.13,1.98,2.05,0.03,0.47,8.41,7.97,11.54,9.62,6.96,9.12,0.67,14.83,4.17,2.25,1.58,2.19,2.29,4.17,2.99,1.14,0.37,0.27,0.13,6.86,0.03,0,0,0.03,12.21,3.63,1.75,1.55,2.93,1.35,2.83,4.54,3.03,0.61,0.61,1.45,0.34,0.57,0,0.34,7.13,2.66,1.04,2.42,0.98,0.37,2.12,12.31,1.14,12.34,1.14,6.96,4.27,1.75,0.54,0.07,1.35,0.13,0.13,0.81,0,0.27,0.3,0.27,0.03,20.96,6.86,7.67,0.44,0.13,0.81,0.03,0.3,0.74,3.06,0.87,0.03,1076,2581998
2726,26.92,67.92,63.76,55.51,15.85,13.46,90.5,61.12,18.97,9.79,4,2.05,2.31,0.55,0.88,9.17,8.4,11.04,10.16,8.36,9.61,1.91,20.47,2.53,2.42,2.71,1.39,1.61,2.05,1.8,0.22,0.04,0.04,0.07,10.16,0.26,0.04,0.22,0.62,13.35,3.63,2.38,1.17,3.04,1.32,3.96,5.5,2.75,1.72,0.7,0.66,0.51,0.07,0.04,0.04,5.47,2.42,1.76,0.92,0.66,0.07,3.85,14.27,1.39,13.24,2.2,6.42,4.84,2.24,1.43,0.11,0.18,0.37,0.07,0.22,0,0,0.04,0.15,0,23.99,6.27,8.8,0.07,0.15,0.66,0,0.11,3.26,3.34,0.44,0.88,1011,427590
1503,50.93,57.4,40.97,76.24,22.43,15.57,87.23,57.88,15.57,7.32,2.99,0.47,2.06,0.13,1.66,8.25,8.45,13.24,8.32,8.12,9.31,1,15.1,3.39,2.06,2.06,1.53,2.99,3.93,3.33,0.6,0,0,0.33,7.72,0,0,0.07,0.2,13.64,1.73,3.99,1,2.26,1.46,4.39,2.86,1.06,0.93,0.6,4.59,2.26,0.73,0,2.46,3.99,0.93,0.6,1.73,0.8,0,4.26,10.05,0.93,11.64,1.06,7.12,3.33,3.13,0.8,0.13,0.6,0,0.07,1.4,0,0.13,0.13,1.13,0.07,20.36,5.06,8.65,0.13,0,0.47,0,0.86,1.2,2.93,1.06,0,534,1157394
726,28.12,88.18,37,78.71,14.24,10.06,91.46,61.29,21.35,8.82,1.79,3.17,3.72,0,0.14,12.53,9.23,10.19,13.09,6.47,6.47,1.1,17.63,5.37,2.07,1.65,1.93,1.65,3.44,3.17,0.28,0.14,0,0.14,11.16,0,0.14,0,0,10.61,2.48,2.07,2.34,2.34,0.69,3.31,8.26,2.34,2.07,3.44,3.03,1.24,1.1,0,0.69,6.75,3.58,0.41,1.1,1.52,0.14,0.41,18.32,0.41,13.77,1.1,9.78,2.89,0.69,0.69,0,0.28,0,0,0.83,0,0.14,0.28,0.41,0,24.93,7.44,8.26,0.41,0.41,0.96,0,0.83,0.83,4.41,1.38,0,255,875821
745,60.62,86.74,38.16,63.95,19.1,17.32,81.34,52.21,15.44,8.32,2.01,2.28,2.28,0,1.74,7.11,6.85,13.42,7.79,6.71,6.98,0.54,13.42,3.89,2.01,1.61,1.88,1.88,2.95,2.42,0.4,0.4,0,0,11.14,0,0.27,0,0,9.4,3.62,1.74,0.54,1.74,0.4,2.01,1.61,0.94,0.54,0,3.89,2.42,1.21,0,0.4,7.11,3.09,0.94,2.15,1.07,0.13,2.42,10.47,0.81,12.08,1.34,6.31,4.43,1.48,0.54,0.27,0.54,0.13,0,0.27,0,0.13,0,0.13,0,17.99,6.44,6.44,0.4,0.27,0.27,0,1.21,0,2.68,0,0.27,310,865560
1652,61.93,78.97,44.42,54.26,19.9,20.52,81.72,53.57,15.56,7.81,1.51,2.72,2.48,0,1.09,7.75,7.14,13.68,8.6,5.27,6.96,1.15,15.01,4.06,2.36,1.88,2.85,2.72,2.48,2,0.48,0.06,0.12,0,8.96,0.06,0,0,0,12.17,1.69,3.63,1.15,2.18,1.09,3.45,1.27,0.79,0.3,0.12,1.21,0.18,0.61,0,0.48,6.96,3.03,1.39,1.51,1.09,0.3,1.88,12.05,1.03,14.65,2.06,8.41,4.42,1.76,0.36,0.18,0.3,0,0,0.06,0,0,0,0.06,0,18.28,5.75,7.75,0,0.06,0.06,0,0.73,0,3.57,0.36,0,545,1097901
3213,64.09,80.9,25.37,56.95,21,21.29,83.54,54.62,15.9,6.82,1.03,1.96,2.37,0.12,1.34,9.09,7.84,13.66,9.18,4.7,6.69,0.93,13.88,4.48,2.55,2.33,1.53,2.49,3.33,2.43,0.78,0.37,0.16,0.16,9.46,0,0.19,0.03,0.19,9.49,1.56,2.4,0.87,2.12,0.62,3.08,2.09,1,0.59,0.22,3.67,0.5,2.15,0.03,1.12,7.31,3.17,1.46,1.77,1.31,0.31,2.61,10.24,0.78,12.36,2.33,7.28,2.86,2.27,0.34,0.22,0.22,0.06,0.06,0.28,0,0,0.19,0.09,0,17.09,5.07,6.75,0.31,0.06,0.31,0,0.78,0.37,2.83,0.44,0.16,1190,414028
2667,36.45,68.16,61.55,59.88,17.21,13.54,92.84,58.79,20.85,12,6.49,0.71,2.1,1.8,0.9,8.81,5.59,13.95,9.75,5.85,7.76,1.12,20.51,4.61,2.4,2.02,1.12,2.51,5.14,3.45,1.65,0.6,0.3,0.22,12.26,0.37,0.19,1.16,1.2,10.16,2.21,1.27,0.71,3,1.27,2.4,4.65,1.16,2.81,0.6,1.46,0.71,0.45,0,0.22,5.51,2.02,0.94,1.31,1.46,0.3,7.5,10.61,1.05,14.17,2.47,8.06,3.94,1.35,1.57,0.41,0.07,0.07,0.11,1.65,0.34,0.15,0.6,0.22,0.07,21.15,6.26,6.26,0.3,0.15,0.22,0,0.15,2.1,4.35,1.27,0.07,1080,1876053
3232,49.48,79.73,22.47,59.15,13.25,16.71,86.73,54.55,15.13,8.11,1.92,0.96,2.69,1.14,1.39,7.02,7.12,11.85,10.15,5.66,7.52,1.64,16.58,5.2,3.62,2.23,3.9,3.68,3.68,2.72,0.96,0.19,0.12,0.34,11.23,0.15,0.03,0.22,1.61,9.16,1.39,2.17,0.99,1.36,1.08,3,1.73,0.9,0.56,0.28,1.18,0.53,0.4,0.12,0.12,6.53,1.95,2.01,1.76,1.61,0.19,5.04,10.58,0.77,12.28,2.17,5.69,4.58,3.12,0.43,0.22,2.29,0.03,0.03,0.56,0,0.03,0.22,0.28,0.03,22.12,8.08,7.92,0.34,0.09,0.77,0,0.84,0.87,1.89,0.56,0.77,1180,622593
2218,81.26,72.4,27.95,31.14,16.93,18.98,82.1,52.57,12.13,5.77,1.08,1.58,2.03,0.41,0.68,6.36,10.14,13.03,5.95,5.95,6.85,0.81,10.78,4.55,1.58,1.49,2.84,2.3,4.28,2.3,1.98,0.05,1.17,0.09,7.75,0.23,0.09,0.86,0.14,9.15,0.95,2.43,0.72,2.03,1.44,3.43,3.2,1.85,0.36,0.63,2.57,0.95,0.14,0.05,0.81,6.67,1.76,0.36,2.71,1.22,0.72,1.08,9.56,0.68,13.17,1.8,8.52,3.02,1.67,0.27,0.18,0.09,0.05,0.23,0.14,0.09,0,0,0.05,0,21.24,6.22,10.78,0.36,0.05,0.54,0,1.35,0.36,1.04,0.54,0,923,368770
143,55.87,77.92,93.45,38.18,71.5,13.99,81.12,52.45,13.99,13.99,6.29,0,4.9,0,2.8,0,6.29,13.29,9.09,6.29,8.39,0.7,15.38,2.8,0,0.7,0,0.7,0.7,0.7,0,0,0,0,10.49,0,0,0,0,7.69,4.2,0.7,0.7,0.7,1.4,0.7,6.29,2.8,3.5,0,2.1,0.7,0.7,0,0.7,4.2,0.7,0,2.1,1.4,0,3.5,10.49,2.8,19.58,3.5,6.99,10.49,0.7,5.59,0,0,0,0,0,0,0,0,0,0,18.88,0.7,1.4,1.4,0,0,0.7,0,2.8,0.7,9.79,1.4,671,829399
3114,71.18,79,28.18,61.71,23.24,18.46,86.77,54.75,12.4,5.81,1.03,2.18,0.74,1.28,0.58,6.58,8.7,14.77,7.96,6.52,8.93,0.8,13.71,4.11,2.38,1.48,2.31,2.15,3.15,2.5,0.61,0.13,0.1,0.06,8.99,0.06,0.19,0.39,1.03,9.15,1.86,1.8,1.22,1.93,1.09,1.99,1.32,0.67,0.32,0.29,0.96,0.45,0.22,0,0.13,9.89,3.56,2.28,3.44,1.06,0.16,2.18,9.86,1.35,15.16,1.77,9.86,3.89,6.68,1.16,0.8,0.83,0.03,0.16,0.1,0.03,0,0.03,0.03,0,15.38,5.36,5.39,0.13,0.06,0,0,1.35,0.32,2.6,0.13,0.03,1003,943245
2909,35.57,69.09,45.24,41.3,16.62,17.5,91.78,58.65,16.84,7.49,2.17,2.58,1.62,0.17,0.96,9.35,6.63,12.89,11.48,8.56,7.36,1.41,18.98,4.57,2.82,2.65,1.17,2.99,3.85,2.34,1.48,0.1,0.38,0,8.42,0.07,0,0.24,0,15.88,4.02,2.78,2.06,3.44,1.62,3.85,2.44,0.96,0.38,0.93,0.79,0.52,0.1,0.03,0.07,9.38,2.75,1.27,3.3,1.51,1.03,2.44,15.43,0.58,12.48,1.72,6.63,4.26,6.08,0.14,0.07,0.48,0,0,0.52,0.21,0.03,0.03,0.24,0.03,17.81,5.64,5.6,0.24,0,0.89,0,0.34,0.76,3.99,0.28,0.07,1039,1499219
2993,22.4,82.7,68.68,40.83,18.03,13.77,95.36,60.54,18.24,8.99,2.07,0.5,4.64,0,1.77,9.25,5.95,12.06,12.2,7.75,9.29,2.1,20.48,2.64,1.74,2.57,2.21,2.57,3.91,2.1,1.27,0,0.77,0,14.5,0,0.03,0.03,0.03,16.34,2.67,1.84,2.24,5.55,1.54,6.01,1.17,0.27,0.87,0,0.9,0.67,0.07,0,0.17,7.12,1.2,2.54,1.6,1.5,0.6,2.31,18.51,2.04,15.4,2.34,6.21,6.95,6.01,0.63,0.6,0.6,0.03,0,0.53,0.03,0.17,0.07,0.2,0,21.48,5.71,7.72,0.17,0.23,0.97,0,0.47,0.87,4.94,0.33,0.07,921,4908787
2997,41.87,74.25,30.57,52.7,13.38,15.15,84.95,56.52,17.68,8.88,2.7,2.6,2.64,0.43,0.5,8.78,8.21,11.04,9.64,5.51,8.27,1.97,16.72,2.74,1.5,1.7,2.2,1.97,4.3,2.87,1.43,0.13,0.3,0.4,8.98,0,0.3,0,0.67,9.41,1.23,1.5,1.5,2.34,1.57,2.9,3.67,1.37,1.74,0.47,1.9,0.53,0.37,0.07,0.93,7.41,2.97,1.03,1.97,1.43,0.53,2.44,13.71,1.74,13.05,1.94,7.41,3.84,1.9,0.63,1.37,0.73,0.03,0.1,1.2,0.13,0.1,0.23,0.63,0.1,26.96,8.34,8.21,0.27,0.1,0.43,0.27,0.73,2.3,4.37,1.9,0.03,1077,1112351
1486,44.72,40.16,45.08,49.57,20.36,18.78,84.05,59.15,15.34,8.61,5.38,0.4,1.41,0.67,0.74,6.73,7.6,13.32,10.3,6.39,10.57,1.14,18.64,2.83,1.55,1.82,1.21,1.01,2.89,2.09,0.81,0.07,0.13,0.2,5.18,0,0,0,0.94,10.09,1.88,2.22,1.21,2.22,0.34,2.96,2.96,1.35,0.87,0.34,0.94,0,0.4,0,0.54,4.85,0.47,1.14,1.88,1.48,0.07,6.59,9.22,1.35,11.91,1.62,6.19,4.51,2.42,1.01,1.08,0.47,0.2,0.07,0.74,0,0,0.47,0.13,0.13,18.24,5.52,7.2,0.61,0,0.27,0,0.27,0.81,2.62,0.94,0,651,1301834
3170,32.47,83.44,40.72,44.23,15.31,15.84,91.01,58.58,19.46,9.5,1.48,2.52,2.24,0.06,3.19,9.97,5.93,12.78,10.35,7.29,7.32,1.61,18.74,3.15,1.55,2.62,1.17,1.89,4.13,2.56,1.55,0.57,0.06,0.28,11.99,0.03,0,0,0.09,15.21,3.66,2.56,2.18,2.59,1.51,3.91,1.58,0.69,0.28,0.47,3.94,1.04,2.49,0.13,0.35,8.64,3.03,1.86,1.99,1.67,0.79,3.03,14.35,1.48,12.78,3.22,6.28,3.53,2.84,0.16,0.09,0.38,0.13,0,0.54,0.03,0.03,0.28,0.19,0,18.01,6.69,5.46,0.19,0.09,0.47,0,0.66,0.5,3.75,0.19,0,993,497626
1610,67.18,75.87,39.74,55.02,21.18,17.45,80.31,54.84,12.86,6.15,1.37,2.61,1.61,0,0.56,6.71,8.94,13.48,7.58,7.45,8.82,0.43,11.24,5.16,1.18,1.61,1.55,1.18,2.3,1.93,0.37,0.06,0.19,0.06,6.77,0.06,0,0.06,0.06,8.26,2.05,1.43,1.12,1.74,0.56,2.17,2.42,1.8,0.12,0.19,2.42,0.37,0.75,0.06,1.18,6.65,3.17,1.12,1.61,0.75,0.19,2.11,9.69,0.93,14.97,1.61,8.39,5.34,1.8,0.37,0.19,0.43,0.06,0.06,0.06,0,0,0,0.06,0,15.53,5.16,5.78,0.25,0.19,0.31,0,1.12,0.5,1.8,0.37,0.06,607,316975
1910,32.71,85.37,35.01,83.48,15.66,13.98,89.27,60.16,19.9,9.37,2.15,1.88,2.62,1.36,1.36,10.47,6.13,13.19,11.36,6.86,7.28,1.15,19.48,2.51,1.52,1.88,0.84,2.2,3.3,3.25,0,0,0,0,12.51,0.31,0.37,0.26,1.94,13.51,2.88,3.82,1.1,2.83,0.89,3.19,2.2,0.68,0.58,0.79,0.89,0.31,0.21,0.05,0.16,7.59,3.14,1.05,1.78,1.94,0,3.04,13.82,1.47,12.93,2.36,7.02,3.61,1.36,1.52,0.42,0.42,0.05,0,0.47,0,0,0.05,0.42,0,20.94,6.96,4.61,0.94,0.37,0.79,0,0.63,0.84,4.87,0.94,0,707,724865
2592,57.02,88.03,38.52,79.28,19.94,16.86,87.73,56.06,16.32,8.95,2.08,2.47,1.89,0.46,2.04,7.37,7.52,13.81,8.26,7.1,7.45,0.69,14.51,3.97,2.58,2.28,1,1.77,3.97,3.4,0.46,0.04,0.08,0.12,14.27,0.54,0.39,0.5,0.5,12.96,3.09,2.16,1.89,2.58,0.58,4.09,2.55,1.54,0.39,0.46,1.74,0.12,0.93,0,0.69,10.03,5.25,1.93,2.04,1.08,0.46,3.01,11.23,0.35,12.35,1.77,6.56,4.13,2.51,1.54,0.27,0.08,0,0.08,0.27,0,0,0.15,0.12,0,15.82,5.36,5.25,0.42,0.12,0.46,0.08,0.73,0.23,2.47,0.69,0,844,1064574
2392,46.91,79.95,48.52,95.63,18.98,17.52,88.42,55.94,16.18,7.48,1.71,2.93,1.17,0.04,1.63,8.7,7.15,13.13,8.4,7.23,9.95,0.54,16.72,4.22,2.3,1.59,2.51,2.84,5.48,5.06,0.33,0.04,0.13,0.13,10.28,0.08,0.21,0.21,0.08,11.58,1.46,2.76,0.75,2.88,1.25,3.68,1.51,0.54,0.5,0.21,1.09,0.04,0.46,0.13,0.46,9.16,5.1,1.63,1.51,1.3,0.29,3.43,11.41,0.59,14.72,2.93,7.48,4.56,3.05,1.21,0.33,1.34,0,0,0.71,0.04,0.21,0.13,0.29,0.04,19.15,6.19,6.77,0.17,0,0.25,0,1.59,0.33,3.51,0.33,0,887,710327
2753,47.79,77.5,36,91.67,21.18,16.64,89.61,60.15,16.85,7.37,1.56,2.54,1.82,0.47,0.98,9.48,8.06,13.19,8.17,8.5,8.57,0.87,13.59,4.9,3.09,2.54,0.94,2.47,4.87,4.47,0.4,0.04,0.04,0.07,8.72,0,0,0.04,0.51,12.57,2.4,3.05,1.16,2.47,1.42,3.09,5.63,4.98,0.33,0.18,0.84,0.18,0.47,0,0.15,7.48,3.49,1.93,1.67,0.91,0.07,2.18,12.13,0.4,13.44,1.31,8.72,3.52,1.31,0.94,0.07,0.15,0.11,0,0.22,0,0,0,0.22,0,13.8,4.94,6.25,0.11,0,0.58,0.04,0.33,0.51,0.84,0.22,0,1011,562653
672,40.25,76.25,50.87,65.25,19.76,20.24,82.59,56.1,17.26,9.23,2.68,2.53,2.38,1.04,0.6,8.04,5.06,12.8,8.33,7.89,7.59,1.19,15.33,3.57,1.34,0.89,1.93,2.38,2.68,2.38,0.3,0,0,0.15,9.38,0,0.15,0.74,0.45,10.27,1.19,1.49,1.19,2.08,2.08,3.12,1.79,0.6,0.3,0.74,3.27,2.08,1.64,0.15,0,7.14,3.12,1.79,2.53,0.3,0,1.64,10.86,1.34,16.37,2.98,7.14,7.14,1.34,0.6,0.15,0,0,0,0.45,0.15,0,0,0.3,0,16.67,6.4,5.95,1.04,0,0,0,0.3,0.3,1.19,1.49,0,383,1370710
1983,76.7,81.12,18.78,50.22,18.53,15.53,83.51,54.82,13.46,6.81,0.86,2.37,1.41,1.31,0.86,6.66,10.19,13.82,8.17,5.85,6.66,0.61,15.73,3.08,1.56,1.41,1.36,1.56,3.23,2.27,0.96,0.45,0.25,0,8.93,0.2,0.25,0.15,1.61,9.18,1.61,2.52,1.06,1.87,0.66,2.37,3.13,1.36,1.06,0.71,4.19,2.57,0.4,0.96,0.15,6.96,2.82,1.01,2.42,0.66,0.05,4.99,9.58,0.81,13.21,2.52,8.07,2.72,1.87,1.21,0.3,0.1,0.05,0.3,0.4,0.05,0.1,0.15,0.1,0,21.18,7.36,5.9,2.07,0.1,0.2,0,0.81,0.4,2.62,1.71,0,1091,1530711
1439,34.82,86.39,23.57,77.03,19.19,15.01,90.62,60.39,19.46,10.49,2.92,3.2,1.6,2.22,0.56,8.96,7.37,12.44,9.52,6.81,8.76,1.67,17.86,2.71,1.53,1.53,1.53,2.5,3.61,3.2,0.42,0,0.14,0.07,13.27,0.63,0.69,0.28,3.13,10.15,1.18,1.81,1.04,2.57,1.95,2.36,3.06,1.32,1.04,0.63,1.81,0.76,0.76,0.07,0.14,8.76,4.52,1.67,1.74,1.18,0.07,5.91,10.28,1.74,13.48,2.43,6.53,4.73,2.02,1.04,0.97,0.9,0.14,0,1.04,0.14,0.07,0.56,0.28,0,20.08,5.56,6.32,0.28,0.07,0.63,0,0.21,2.36,3.68,0.97,0,469,943624
1892,91.25,51.48,39.12,48.31,25.57,22.3,76.43,46.25,8.51,5.23,3.17,1.06,0.48,0.16,0.37,3.28,7.51,15.54,6.13,3.17,6.71,0.48,10.15,5.02,2.8,0.95,2.64,2.33,3.7,2.43,1.22,0.21,0.16,0.42,5.34,0.37,0.16,0.32,0.21,8.67,1.64,1.32,0.95,2.59,0.69,2.85,1.11,0.48,0.21,0.32,5.02,2.59,2.91,0.11,0.37,6.92,1.85,1.9,2.7,1.22,0.37,2.91,6.24,1.43,12.79,1.69,6.4,5.18,2.17,0.32,0.11,0.53,0.16,0.26,0.53,0,0.21,0.32,0.05,0.05,13.27,4.65,6.92,0.16,0,0.26,0,0.53,0,0.42,0.21,0.11,986,620231
599,63.76,86.84,35.05,80.29,15.36,13.19,82.97,54.42,13.69,6.51,0.67,2.84,3.01,0,0,7.18,9.68,11.69,7.18,5.84,10.35,0.33,15.03,2.5,1.84,1.17,1.34,2.17,3.01,3.01,0,0,0,0,7.85,0,0,0,0,7.85,1.67,1.5,1,2.17,1.34,1.5,4.17,2.67,0.5,1,0.5,0.33,0.17,0,0,8.51,3.84,2,2,0.83,0.17,1.17,14.02,1.17,15.86,2.34,10.52,3.84,3.51,3.17,0.33,0.17,0,0.17,1,0,0.67,0.33,0.67,0,21.7,8.18,4.84,1.67,0.17,0.67,0,0.17,1,2.34,2.67,0,274,1507048
2712,55.67,80.89,14.87,57.85,12.85,13.68,85.03,56.45,16.45,7.49,1.55,0.77,3.5,0.41,1.25,8.96,9.85,10.47,9.92,5.75,6.45,0.7,17.55,2.88,1.55,1.62,2.91,2.21,2.51,2.1,0.41,0.11,0.07,0.07,8.63,0.04,0,0,0.48,9.29,1.03,2.73,1.95,2.51,1,1.88,2.54,1.81,0.52,0.15,1.44,0.63,0.37,0,0.37,5.53,1.29,0.63,2.91,0.92,0.07,3.13,13.02,0.7,12.65,2.77,6.64,3.36,2.58,1.11,0.07,0.44,0,0,0.52,0.04,0,0.04,0.44,0,19.76,8.63,6.56,0.07,0.11,0.04,0,0.48,0.29,2.32,0.96,0.29,930,1367702
2309,69.6,87,59.73,64.36,16.85,17.19,86.53,57.17,14.72,7.19,0.69,2.86,2.9,0.22,0.52,7.49,9.61,14.29,8.19,6.15,8.1,0.52,15.29,3.77,2.43,1.47,1.69,2.3,2.12,2.08,0.04,0,0,0.04,9.83,0,0.04,0,0.26,10.96,2.34,2.08,1.56,2.47,1,3.12,3.64,2.25,0.65,0.17,0.78,0,0.35,0,0.43,7.45,3.55,1.47,1.91,1.39,0.04,4.07,10.65,1.13,18.1,3.07,8.27,6.76,1.3,0.87,0.22,0.22,0.04,0,0.52,0,0,0.04,0.35,0.13,17.76,6.71,7.28,0.09,0,0.13,0,0.04,0.26,2.3,0.87,0.09,946,657251
1009,50.39,60.94,40.94,63.35,16.27,18.63,82.46,57.38,17.24,7.14,2.78,2.08,2.08,0,0.2,10.11,7.53,13.58,8.52,6.84,8.33,0.99,15.96,2.97,1.59,1.68,1.49,1.59,2.18,2.08,0.1,0,0,0,5.75,0,0,0,0,11.89,1.09,2.38,2.08,3.17,0.89,3.37,3.67,1.49,0.2,1.39,3.47,0.89,0.4,0.1,1.98,4.96,2.38,0.59,0.99,1.09,0,0.89,12.69,1.68,14.47,2.48,7.83,4.16,0.99,0.4,0.5,0,0,0,0.2,0,0,0.2,0,0,20.02,7.04,7.14,0.59,0.1,0.2,0,0.59,0.2,3.17,0.99,0,400,1218882
